Дата      ;Уровень;Уровень;Уровень;Темпер.;КСВО          ;
03.04.2001; 513   ; 513   ; 513   ;       ;15,16         ;
04.04.2001; 513   ; 513   ; 513   ;       ;15            ;
05.04.2001; 515   ; 515   ; 515   ;       ;15            ;
06.04.2001; 519   ; 519   ; 519   ;       ;15            ;
07.04.2001; 527   ; 527   ; 527   ;       ;15            ;
08.04.2001; 530   ; 530   ; 530   ;       ;15            ;
09.04.2001; 542   ; 542   ; 542   ;       ;15            ;
10.04.2001; 553   ; 553   ; 553   ;       ;15            ;
11.04.2001; 566   ; 566   ; 566   ;       ;15            ;
12.04.2001; 581   ; 581   ; 581   ;       ;15            ;
13.04.2001; 597   ; 597   ; 597   ;       ;15            ;
14.04.2001; 615   ; 615   ; 615   ;       ;23            ;
15.04.2001; 630   ; 630   ; 630   ;       ;23            ;
16.04.2001; 647   ; 647   ; 647   ;       ;23            ;
17.04.2001; 665   ; 665   ; 665   ;       ;23            ;
18.04.2001; 682   ; 682   ; 682   ;       ;23            ;
19.04.2001; 694   ; 694   ; 694   ;       ;23            ;
20.04.2001; 712   ; 712   ; 712   ;       ;23            ;
21.04.2001; 739   ; 739   ; 739   ;       ;26,25,27      ;
22.04.2001; 789   ; 763   ; 781   ;       ;26,27         ;
23.04.2001; 861   ; 828   ; 879   ;       ;26,25,27      ;
24.04.2001; 834   ; 837   ; 859   ;       ; 8,26,27      ;
25.04.2001; 786   ; 788   ; 808   ;       ; 8,27         ;
26.04.2001; 768   ; 764   ; 772   ;       ; 8,27         ;
27.04.2001; 776   ; 772   ; 776   ;       ; 9, 8,27      ;
28.04.2001; 782   ; 783   ; 792   ;       ; 9, 8,27      ;
29.04.2001; 745   ; 745   ; 763   ;       ; 8            ;
30.04.2001; 736   ; 736   ; 736   ;       ;29            ;
01.05.2001; 696   ; 696   ; 696   ;       ;29            ;
02.05.2001; 680   ; 680   ; 680   ;       ;29            ;
03.05.2001; 720   ; 720   ; 720   ;       ;29            ;
04.05.2001; 735   ; 735   ; 735   ;       ;29            ;
05.05.2001; 743   ; 743   ; 743   ;       ;29            ;
06.05.2001; 753   ; 753   ; 753   ;       ;29            ;
07.05.2001; 768   ; 768   ; 768   ;       ;29            ;
08.05.2001; 789   ; 789   ; 789   ;       ;29            ;
09.05.2001; 810   ; 810   ; 810   ;       ;29            ;
10.05.2001; 835   ; 835   ; 835   ;       ;29            ;
11.05.2001; 860   ; 860   ; 860   ;       ;29            ;
12.05.2001; 879   ; 879   ; 879   ;       ;29            ;
13.05.2001; 891   ; 891   ; 891   ;       ;29            ;
14.05.2001; 891   ; 891   ; 891   ;       ;29            ;
15.05.2001; 897   ; 897   ; 897   ;       ;29            ;
16.05.2001; 902   ; 902   ; 902   ;       ;29            ;
17.05.2001; 905   ; 905   ; 905   ;       ;29            ;
18.05.2001; 901   ; 901   ; 901   ;       ;29            ;
19.05.2001; 892   ; 892   ; 892   ;       ;29            ;
20.05.2001; 886   ; 886   ; 886   ;       ;29            ;
21.05.2001; 881   ; 881   ; 881   ;       ;29            ;
22.05.2001; 875   ; 875   ; 875   ;       ;29            ;
23.05.2001; 871   ; 871   ; 871   ;       ;29            ;
24.05.2001; 871   ; 871   ; 871   ;       ;29            ;
25.05.2001; 871   ; 871   ; 871   ;       ;29            ;
26.05.2001; 867   ; 867   ; 867   ;       ;29            ;
27.05.2001; 858   ; 858   ; 858   ;       ;29            ;
28.05.2001; 853   ; 853   ; 853   ;       ;29            ;
29.05.2001; 851   ; 851   ; 851   ;       ;29            ;
30.05.2001; 854   ; 854   ; 854   ;       ;29            ;
31.05.2001; 849   ; 849   ; 849   ;       ;29            ;
01.06.2001; 831   ; 831   ; 831   ;       ;29            ;
02.06.2001; 810   ; 810   ; 810   ;       ;29            ;
03.06.2001; 789   ; 789   ; 789   ;       ;29            ;
04.06.2001; 780   ; 780   ; 780   ;       ;29            ;
05.06.2001; 770   ; 770   ; 770   ;       ;29            ;
06.06.2001; 761   ; 761   ; 761   ;       ;29            ;
07.06.2001; 756   ; 756   ; 756   ;       ;29            ;
08.06.2001; 754   ; 754   ; 754   ;       ;29            ;
09.06.2001; 759   ; 759   ; 759   ;       ;29            ;
10.06.2001; 767   ; 767   ; 767   ;       ;29            ;
11.06.2001; 776   ; 776   ; 776   ;       ;29            ;
12.06.2001; 786   ; 786   ; 786   ;       ;29            ;
13.06.2001; 797   ; 797   ; 797   ;       ;29            ;
14.06.2001; 811   ; 811   ; 811   ;       ;29            ;
15.06.2001; 809   ; 809   ; 809   ;       ;29            ;
16.06.2001; 798   ; 798   ; 798   ;       ;29            ;
17.06.2001; 770   ; 770   ; 770   ;       ;29            ;
18.06.2001; 752   ; 752   ; 752   ;       ;29            ;
19.06.2001; 747   ; 747   ; 747   ;       ;29            ;
20.06.2001; 741   ; 741   ; 741   ;       ;29            ;
21.06.2001; 731   ; 731   ; 731   ;       ;29            ;
22.06.2001; 712   ; 712   ; 712   ;       ;29            ;
23.06.2001; 687   ; 687   ; 687   ;       ;29            ;
24.06.2001; 664   ; 664   ; 664   ;       ;29            ;
25.06.2001; 640   ; 640   ; 640   ;       ;29            ;
26.06.2001; 622   ; 622   ; 622   ;       ;29            ;
27.06.2001; 605   ; 605   ; 605   ;       ;29            ;
28.06.2001; 592   ; 592   ; 592   ;       ;29            ;
29.06.2001; 581   ; 581   ; 581   ;       ;29            ;
30.06.2001; 568   ; 568   ; 568   ;       ;29            ;
01.07.2001; 564   ; 564   ; 564   ;       ;29            ;
02.07.2001; 558   ; 558   ; 558   ;       ;29            ;
03.07.2001; 554   ; 554   ; 554   ;       ;29            ;
04.07.2001; 556   ; 556   ; 556   ;       ;29            ;
05.07.2001; 558   ; 558   ; 558   ;       ;29            ;
06.07.2001; 559   ; 559   ; 559   ;       ;29            ;
07.07.2001; 561   ; 561   ; 561   ;       ;29            ;
08.07.2001; 570   ; 570   ; 570   ;       ;29            ;
09.07.2001; 573   ; 573   ; 573   ;       ;29            ;
10.07.2001; 570   ; 570   ; 570   ;       ;29            ;
11.07.2001; 565   ; 565   ; 565   ;       ;29            ;
12.07.2001; 569   ; 569   ; 569   ;       ;29            ;
13.07.2001; 575   ; 575   ; 575   ;       ;29            ;
14.07.2001; 589   ; 589   ; 589   ;       ;29            ;
15.07.2001; 611   ; 611   ; 611   ;       ;29            ;
16.07.2001; 631   ; 631   ; 631   ;       ;29            ;
17.07.2001; 653   ; 653   ; 653   ;       ;29            ;
18.07.2001; 675   ; 675   ; 675   ;       ;29            ;
19.07.2001; 697   ; 697   ; 697   ;       ;29            ;
20.07.2001; 716   ; 716   ; 716   ;       ;29            ;
21.07.2001; 724   ; 724   ; 724   ;       ;29            ;
22.07.2001; 721   ; 721   ; 721   ;       ;29            ;
23.07.2001; 714   ; 714   ; 714   ;       ;29            ;
24.07.2001; 704   ; 704   ; 704   ;       ;29            ;
25.07.2001; 695   ; 695   ; 695   ;       ;29            ;
26.07.2001; 684   ; 684   ; 684   ;       ;29            ;
27.07.2001; 676   ; 676   ; 676   ;       ;29            ;
28.07.2001; 677   ; 677   ; 677   ;       ;29            ;
29.07.2001; 679   ; 679   ; 679   ;       ;29            ;
30.07.2001; 681   ; 681   ; 681   ;       ;29            ;
31.07.2001; 686   ; 686   ; 686   ;       ;29            ;
01.08.2001; 694   ; 694   ; 694   ;       ;29            ;
02.08.2001; 707   ; 707   ; 707   ;       ;29            ;
03.08.2001; 721   ; 721   ; 721   ;       ;29            ;
04.08.2001; 733   ; 733   ; 733   ;       ;29            ;
05.08.2001; 741   ; 741   ; 741   ;       ;29            ;
06.08.2001; 747   ; 747   ; 747   ;       ;29            ;
07.08.2001; 752   ; 752   ; 752   ;       ;30            ;
08.08.2001; 762   ; 762   ; 762   ;       ;29            ;
09.08.2001; 778   ; 778   ; 778   ;       ;29            ;
10.08.2001; 793   ; 793   ; 793   ;       ;29            ;
11.08.2001; 813   ; 813   ; 813   ;       ;29            ;
12.08.2001; 830   ; 830   ; 830   ;       ;29            ;
13.08.2001; 850   ; 850   ; 850   ;       ;29            ;
14.08.2001; 873   ; 873   ; 873   ;       ;29            ;
15.08.2001; 892   ; 892   ; 892   ;       ;29            ;
16.08.2001; 902   ; 902   ; 902   ;       ;29            ;
17.08.2001; 902   ; 902   ; 902   ;       ;29            ;
18.08.2001; 890   ; 890   ; 890   ;       ;29            ;
19.08.2001; 876   ; 876   ; 876   ;       ;29            ;
20.08.2001; 867   ; 867   ; 867   ;       ;29            ;
21.08.2001; 858   ; 858   ; 858   ;       ;29            ;
22.08.2001; 846   ; 846   ; 846   ;       ;29            ;
23.08.2001; 834   ; 834   ; 834   ;       ;29            ;
24.08.2001; 824   ; 824   ; 824   ;       ;29            ;
25.08.2001; 818   ; 818   ; 818   ;       ;29            ;
26.08.2001; 814   ; 814   ; 814   ;       ;29            ;
27.08.2001; 813   ; 813   ; 813   ;       ;29            ;
28.08.2001; 818   ; 818   ; 818   ;       ;29            ;
29.08.2001; 830   ; 830   ; 830   ;       ;29            ;
30.08.2001; 838   ; 838   ; 838   ;       ;29            ;
31.08.2001; 839   ; 839   ; 839   ;       ;29            ;
01.09.2001; 836   ; 836   ; 836   ;       ;30            ;
02.09.2001; 825   ; 825   ; 825   ;       ;29            ;
03.09.2001; 816   ; 816   ; 816   ;       ;29            ;
04.09.2001; 805   ; 805   ; 805   ;       ;29            ;
05.09.2001; 791   ; 791   ; 791   ;       ;29            ;
06.09.2001; 775   ; 775   ; 775   ;       ;29            ;
07.09.2001; 763   ; 763   ; 763   ;       ;29            ;
08.09.2001; 747   ; 747   ; 747   ;       ;29            ;
09.09.2001; 736   ; 736   ; 736   ;       ;29            ;
10.09.2001; 724   ; 724   ; 724   ;       ;29            ;
11.09.2001; 712   ; 712   ; 712   ;       ;29            ;
12.09.2001; 698   ; 698   ; 698   ;       ;29            ;
13.09.2001; 688   ; 688   ; 688   ;       ;29            ;
14.09.2001; 685   ; 685   ; 685   ;       ;29            ;
15.09.2001; 686   ; 686   ; 686   ;       ;29            ;
16.09.2001; 681   ; 681   ; 681   ;       ;29            ;
17.09.2001; 676   ; 676   ; 676   ;       ;29            ;
18.09.2001; 667   ; 667   ; 667   ;       ;29            ;
19.09.2001; 660   ; 660   ; 660   ;       ;29            ;
20.09.2001; 654   ; 654   ; 654   ;       ;30            ;
21.09.2001; 645   ; 645   ; 645   ;       ;29            ;
22.09.2001; 640   ; 640   ; 640   ;       ;29            ;
23.09.2001; 629   ; 629   ; 629   ;       ;29            ;
24.09.2001; 619   ; 619   ; 619   ;       ;29            ;
25.09.2001; 616   ; 616   ; 616   ;       ;29            ;
26.09.2001; 610   ; 610   ; 610   ;       ;29            ;
27.09.2001; 606   ; 606   ; 606   ;       ;29            ;
28.09.2001; 605   ; 605   ; 605   ;       ;29            ;
29.09.2001; 605   ; 605   ; 605   ;       ;29            ;
30.09.2001; 601   ; 601   ; 601   ;       ;29            ;
01.10.2001; 600   ; 600   ; 600   ;       ;29            ;
02.10.2001; 596   ; 596   ; 596   ;       ;29            ;
03.10.2001; 591   ; 591   ; 591   ;       ;29            ;
04.10.2001; 586   ; 586   ; 586   ;       ;29            ;
05.10.2001; 585   ; 585   ; 585   ;       ;29            ;
06.10.2001; 581   ; 581   ; 581   ;       ;29            ;
07.10.2001; 578   ; 578   ; 578   ;       ;29            ;
08.10.2001; 575   ; 575   ; 575   ;       ;29            ;
09.10.2001; 573   ; 573   ; 573   ;       ;29            ;
10.10.2001; 570   ; 570   ; 570   ;       ;29            ;
11.10.2001; 567   ; 567   ; 567   ;       ;29            ;
12.10.2001; 564   ; 564   ; 564   ;       ;29            ;
13.10.2001; 560   ; 560   ; 560   ;       ;29            ;
14.10.2001; 558   ; 558   ; 558   ;       ;29            ;
15.10.2001; 556   ; 556   ; 556   ;       ;29            ;
16.10.2001; 552   ; 552   ; 552   ;       ;29            ;
17.10.2001; 549   ; 549   ; 549   ;       ;30            ;
18.10.2001; 543   ; 543   ; 543   ;       ;30            ;
19.10.2001; 540   ; 540   ; 540   ;       ;29            ;
20.10.2001; 537   ; 537   ; 537   ;       ;29            ;
21.10.2001; 536   ; 536   ; 536   ;       ;29            ;
22.10.2001; 535   ; 535   ; 535   ;       ;29            ;
23.10.2001; 534   ; 534   ; 534   ;       ;29            ;
24.10.2001; 531   ; 531   ; 531   ;       ;29            ;
25.10.2001; 530   ; 530   ; 530   ;       ;29            ;
26.10.2001; 525   ; 525   ; 525   ;       ;29            ;
27.10.2001; 522   ; 522   ; 522   ;       ;29            ;
28.10.2001; 520   ; 520   ; 520   ;       ;29            ;
29.10.2001; 517   ; 517   ; 517   ;       ;29            ;
30.10.2001; 514   ; 514   ; 514   ;       ;29            ;
31.10.2001; 514   ; 514   ; 514   ;       ;29            ;
01.11.2001; 514   ; 514   ; 514   ;       ;29            ;
02.11.2001; 506   ; 506   ; 506   ;       ;29            ;
03.11.2001; 503   ; 503   ; 503   ;       ; 1            ;
04.11.2001; 496   ; 496   ; 496   ;       ; 9            ;
05.11.2001; 493   ; 493   ; 493   ;       ; 9, 2         ;
06.11.2001; 493   ; 493   ; 493   ;       ; 9, 2         ;
07.11.2001; 485   ; 485   ; 485   ;       ; 9, 2         ;
08.11.2001; 482   ; 482   ; 482   ;       ; 9, 2         ;
09.11.2001; 479   ; 479   ; 479   ;       ; 9, 2         ;
10.11.2001; 478   ; 478   ; 478   ;       ; 9, 2         ;
11.11.2001; 479   ; 479   ; 479   ;       ; 9, 2         ;
12.11.2001; 483   ; 483   ; 483   ;       ; 9, 2         ;
13.11.2001; 473   ; 473   ; 473   ;       ;16,15         ;
14.11.2001; 481   ; 481   ; 481   ;       ;16,15         ;
15.11.2001; 483   ; 483   ; 483   ;       ;16,15         ;
16.11.2001; 478   ; 478   ; 478   ;       ;16            ;
17.11.2001; 474   ; 474   ; 474   ;       ;16            ;
18.11.2001; 479   ; 479   ; 479   ;       ;16            ;
19.11.2001; 532   ; 532   ; 532   ;       ;16            ;
20.11.2001; 558   ; 558   ; 558   ;       ;16            ;
21.11.2001; 560   ; 560   ; 560   ;       ;16            ;
22.11.2001; 568   ; 568   ; 568   ;       ;16            ;
23.11.2001; 559   ; 559   ; 559   ;       ;16            ;
24.11.2001; 558   ; 558   ; 558   ;       ;16            ;
25.11.2001; 552   ; 552   ; 552   ;       ;16            ;
26.11.2001; 546   ; 546   ; 546   ;       ;16            ;
27.11.2001; 542   ; 542   ; 542   ;       ;16            ;
28.11.2001; 534   ; 534   ; 534   ;       ;16            ;
29.11.2001; 518   ; 518   ; 518   ;       ;16            ;
30.11.2001; 506   ; 506   ; 506   ;       ;16            ;
01.12.2001; 502   ; 502   ; 502   ;       ;16            ;
02.12.2001; 501   ; 501   ; 501   ;       ;16            ;
03.12.2001; 506   ; 506   ; 506   ;       ;16            ;
04.12.2001; 506   ; 506   ; 506   ;       ;16            ;
05.12.2001; 505   ; 505   ; 505   ;       ;16            ;
06.12.2001; 503   ; 503   ; 503   ;       ;16            ;
07.12.2001; 500   ; 500   ; 500   ;       ;16            ;
08.12.2001; 496   ; 496   ; 496   ;       ;16            ;
09.12.2001; 496   ; 496   ; 496   ;       ;16            ;
10.12.2001; 496   ; 496   ; 496   ;       ;16            ;
11.12.2001; 497   ; 497   ; 497   ;       ;16            ;
12.12.2001; 500   ; 500   ; 500   ;       ;16            ;
13.12.2001; 504   ; 504   ; 504   ;       ;16            ;
14.12.2001; 510   ; 510   ; 510   ;       ;16            ;
15.12.2001; 513   ; 513   ; 513   ;       ;16            ;
16.12.2001; 521   ; 521   ; 521   ;       ;16            ;
17.12.2001; 526   ; 526   ; 526   ;       ;16            ;
18.12.2001; 530   ; 530   ; 530   ;       ;16            ;
19.12.2001; 530   ; 530   ; 530   ;       ;16            ;
20.12.2001; 531   ; 531   ; 531   ;       ;16            ;
21.12.2001; 532   ; 532   ; 532   ;       ;16            ;
22.12.2001; 530   ; 530   ; 530   ;       ;16            ;
23.12.2001; 528   ; 528   ; 528   ;       ;16            ;
24.12.2001; 528   ; 528   ; 528   ;       ;16            ;
25.12.2001; 526   ; 526   ; 526   ;       ;16            ;
26.12.2001; 524   ; 524   ; 524   ;       ;16            ;
27.12.2001; 521   ; 521   ; 521   ;       ;16            ;
28.12.2001; 519   ; 519   ; 519   ;       ;16            ;
29.12.2001; 516   ; 516   ; 516   ;       ;16            ;
30.12.2001; 515   ; 515   ; 515   ;       ;16            ;
31.12.2001; 514   ; 514   ; 514   ;       ;16            ;
01.01.2002; 512   ; 512   ; 512   ;       ;16            ;
02.01.2002; 511   ; 511   ; 511   ;       ;16            ;
03.01.2002; 507   ; 507   ; 507   ;       ;16            ;
04.01.2002; 504   ; 504   ; 504   ;       ;16            ;
05.01.2002; 502   ; 502   ; 502   ;       ;16            ;
06.01.2002; 499   ; 499   ; 499   ;       ;16            ;
07.01.2002; 496   ; 496   ; 496   ;       ;16            ;
08.01.2002; 494   ; 494   ; 494   ;       ;16            ;
09.01.2002; 490   ; 490   ; 490   ;       ;16            ;
10.01.2002; 486   ; 486   ; 486   ;       ;16            ;
11.01.2002; 483   ; 483   ; 483   ;       ;16            ;
12.01.2002; 478   ; 478   ; 478   ;       ;16            ;
13.01.2002; 476   ; 476   ; 476   ;       ;16            ;
14.01.2002; 474   ; 474   ; 474   ;       ;16            ;
15.01.2002; 470   ; 470   ; 470   ;       ;16            ;
16.01.2002; 465   ; 465   ; 465   ;       ;16            ;
17.01.2002; 462   ; 462   ; 462   ;       ;16            ;
18.01.2002; 459   ; 459   ; 459   ;       ;16            ;
19.01.2002; 456   ; 456   ; 456   ;       ;16            ;
20.01.2002; 454   ; 454   ; 454   ;       ;16            ;
21.01.2002; 451   ; 451   ; 451   ;       ;16            ;
22.01.2002; 450   ; 450   ; 450   ;       ;16            ;
23.01.2002; 450   ; 450   ; 450   ;       ;16            ;
24.01.2002; 449   ; 449   ; 449   ;       ;16            ;
25.01.2002; 447   ; 447   ; 447   ;       ;16            ;
26.01.2002; 445   ; 445   ; 445   ;       ;16            ;
27.01.2002; 444   ; 444   ; 444   ;       ;16            ;
28.01.2002; 443   ; 443   ; 443   ;       ;16            ;
29.01.2002; 442   ; 442   ; 442   ;       ;16            ;
